Threshold, n_features, performance_score
Thresh=0.0047, n=36, Recall: 0.781
Thresh=0.0047, n=36, F1 score: 0.163
Thresh=0.0047, n=36, AUROC score: 0.828
Thresh=0.0048, n=35, Accuracy: 0.875
Thresh=0.0048, n=35, Precision: 0.095
Thresh=0.0048, n=35, Recall: 0.812
Thresh=0.0048, n=35, F1 score: 0.170
Thresh=0.0048, n=35, AUROC score: 0.844
Thresh=0.0049, n=35, Accuracy: 0.873
Thresh=0.0049, n=35, Precision: 0.090
Thresh=0.0049, n=35, Recall: 0.781
Thresh=0.0049, n=35, F1 score: 0.162
Thresh=0.0049, n=35, AUROC score: 0.828
Thresh=0.0050, n=33, Accuracy: 0.872
Thresh=0.0050, n=33, Precision: 0.093
Thresh=0.0050, n=33, Recall: 0.812
Thresh=0.0050, n=33, F1 score: 0.167
Thresh=0.0050, n=33, AUROC score: 0.843
Thresh=0.0052, n=32, Accuracy: 0.871
Thresh=0.0052, n=32, Precision: 0.092
Thresh=0.0052, n=32, Recall: 0.812
Thresh=0.0052, n=32, F1 score: 0.165
Thresh=0.0052, n=32, AUROC score: 0.842
Thresh=0.0053, n=30, Accuracy: 0.869
Thresh=0.0053, n=30, Precision: 0.088
Thresh=0.0053, n=30, Recall: 0.781
Thresh=0.0053, n=30, F1 score: 0.158
Thresh=0.0053, n=30, AUROC score: 0.826
Thresh=0.0054, n=28, Accuracy: 0.864
Thresh=0.0054, n=28, Precision: 0.085
Thresh=0.0054, n=28, Recall: 0.781
Thresh=0.0054, n=28, F1 score: 0.153
Thresh=0.0054, n=28, AUROC score: 0.824
Thresh=0.0055, n=25, Accuracy: 0.876
Thresh=0.0055, n=25, Precision: 0.090
Thresh=0.0055, n=25, Recall: 0.750
Thresh=0.0055, n=25, F1 score: 0.160
Thresh=0.0055, n=25, AUROC score: 0.814
Thresh=0.0056, n=22, Accuracy: 0.877
Thresh=0.0056, n=22, Precision: 0.093
Thresh=0.0056, n=22, Recall: 0.781
Thresh=0.0056, n=22, F1 score: 0.166
Thresh=0.0056, n=22, AUROC score: 0.830
Thresh=0.0057, n=19, Accuracy: 0.867
Thresh=0.0057, n=19, Precision: 0.087
Thresh=0.0057, n=19, Recall: 0.781
Thresh=0.0057, n=19, F1 score: 0.156
Thresh=0.0057, n=19, AUROC score: 0.825
Thresh=0.0058, n=19, Accuracy: 0.867
Thresh=0.0058, n=19, Precision: 0.087
Thresh=0.0058, n=19, Recall: 0.781
Thresh=0.0058, n=19, F1 score: 0.156
Thresh=0.0058, n=19, AUROC score: 0.825
Thresh=0.0061, n=17, Accuracy: 0.866
Thresh=0.0061, n=17, Precision: 0.086
Thresh=0.0061, n=17, Recall: 0.781
Thresh=0.0061, n=17, F1 score: 0.155
Thresh=0.0061, n=17, AUROC score: 0.825
Thresh=0.0064, n=15, Accuracy: 0.869
Thresh=0.0064, n=15, Precision: 0.085
Thresh=0.0064, n=15, Recall: 0.750
Thresh=0.0064, n=15, F1 score: 0.153
Thresh=0.0064, n=15, AUROC score: 0.811
Thresh=0.0065, n=13, Accuracy: 0.871
Thresh=0.0065, n=13, Precision: 0.086
Thresh=0.0065, n=13, Recall: 0.750
Thresh=0.0065, n=13, F1 score: 0.155
Thresh=0.0065, n=13, AUROC score: 0.812
Thresh=0.0069, n=12, Accuracy: 0.871
Thresh=0.0069, n=12, Precision: 0.086
Thresh=0.0069, n=12, Recall: 0.750
Thresh=0.0069, n=12, F1 score: 0.154
Thresh=0.0069, n=12, AUROC score: 0.811
Thresh=0.0070, n=12, Accuracy: 0.878
Thresh=0.0070, n=12, Precision: 0.091
Thresh=0.0070, n=12, Recall: 0.750
Thresh=0.0070, n=12, F1 score: 0.162
Thresh=0.0070, n=12, AUROC score: 0.815
Thresh=0.0073, n=9, Accuracy: 0.875
Thresh=0.0073, n=9, Precision: 0.083
Thresh=0.0073, n=9, Recall: 0.688
Thresh=0.0073, n=9, F1 score: 0.148
Thresh=0.0073, n=9, AUROC score: 0.783
Thresh=0.0076, n=8, Accuracy: 0.876
Thresh=0.0076, n=8, Precision: 0.083
Thresh=0.0076, n=8, Recall: 0.688
Thresh=0.0076, n=8, F1 score: 0.149
Thresh=0.0076, n=8, AUROC score: 0.783
Thresh=0.0083, n=7, Accuracy: 0.887
Thresh=0.0083, n=7, Precision: 0.091
Thresh=0.0083, n=7, Recall: 0.688
Thresh=0.0083, n=7, F1 score: 0.160
Thresh=0.0083, n=7, AUROC score: 0.789
Thresh=0.0085, n=6, Accuracy: 0.839
Thresh=0.0085, n=6, Precision: 0.072
Thresh=0.0085, n=6, Recall: 0.781
Thresh=0.0085, n=6, F1 score: 0.132
Thresh=0.0085, n=6, AUROC score: 0.811
Thresh=0.0087, n=4, Accuracy: 0.845
Thresh=0.0087, n=4, Precision: 0.075
Thresh=0.0087, n=4, Recall: 0.781
Thresh=0.0087, n=4, F1 score: 0.137
Thresh=0.0087, n=4, AUROC score: 0.814
Thresh=0.0092, n=3, Accuracy: 0.975
Thresh=0.0092, n=3, Precision: 0.179
Thresh=0.0092, n=3, Recall: 0.156
Thresh=0.0092, n=3, F1 score: 0.167
Thresh=0.0092, n=3, AUROC score: 0.572
Thresh=0.0110, n=2, Accuracy: 0.976
Thresh=0.0110, n=2, Precision: 0.100
Thresh=0.0110, n=2, Recall: 0.062
Thresh=0.0110, n=2, F1 score: 0.077
Thresh=0.0110, n=2, AUROC score: 0.527
Thresh=0.0140, n=1, Accuracy: 0.976
Thresh=0.0140, n=1, Precision: 0.053
Thresh=0.0140, n=1, Recall: 0.031
Thresh=0.0140, n=1, F1 score: 0.039
Thresh=0.0140, n=1, AUROC score: 0.511
Thresh=0.0145, n=1, Accuracy: 0.976
Thresh=0.0145, n=1, Precision: 0.053
Thresh=0.0145, n=1, Recall: 0.031
Thresh=0.0145, n=1, F1 score: 0.039
Thresh=0.0145, n=1, AUROC score: 0.511
Thresh=0.0000, n=2086, Accuracy: 0.866
Thresh=0.0000, n=2086, Precision: 0.097
Thresh=0.0000, n=2086, Recall: 0.906
Thresh=0.0000, n=2086, F1 score: 0.175
Thresh=0.0000, n=2086, AUROC score: 0.886
Thresh=0.0001, n=510, Accuracy: 0.873
Thresh=0.0001, n=510, Precision: 0.099
Thresh=0.0001, n=510, Recall: 0.875
Thresh=0.0001, n=510, F1 score: 0.178
Thresh=0.0001, n=510, AUROC score: 0.874
Thresh=0.0002, n=509, Accuracy: 0.872
Thresh=0.0002, n=509, Precision: 0.099
Thresh=0.0002, n=509, Recall: 0.875
Thresh=0.0002, n=509, F1 score: 0.177
Thresh=0.0002, n=509, AUROC score: 0.874
Thresh=0.0003, n=505, Accuracy: 0.874
Thresh=0.0003, n=505, Precision: 0.103
Thresh=0.0003, n=505, Recall: 0.906
Thresh=0.0003, n=505, F1 score: 0.185
Thresh=0.0003, n=505, AUROC score: 0.890
Thresh=0.0004, n=488, Accuracy: 0.883
Thresh=0.0004, n=488, Precision: 0.106
Thresh=0.0004, n=488, Recall: 0.875
Thresh=0.0004, n=488, F1 score: 0.190
Thresh=0.0004, n=488, AUROC score: 0.879
Thresh=0.0005, n=466, Accuracy: 0.883
Thresh=0.0005, n=466, Precision: 0.106
Thresh=0.0005, n=466, Recall: 0.875
Thresh=0.0005, n=466, F1 score: 0.190
Thresh=0.0005, n=466, AUROC score: 0.879
Thresh=0.0006, n=445, Accuracy: 0.878
Thresh=0.0006, n=445, Precision: 0.103
Thresh=0.0006, n=445, Recall: 0.875
Thresh=0.0006, n=445, F1 score: 0.184
Thresh=0.0006, n=445, AUROC score: 0.876
Thresh=0.0007, n=410, Accuracy: 0.878
Thresh=0.0007, n=410, Precision: 0.103
Thresh=0.0007, n=410, Recall: 0.875
Thresh=0.0007, n=410, F1 score: 0.184
Thresh=0.0007, n=410, AUROC score: 0.877
Thresh=0.0008, n=388, Accuracy: 0.876
Thresh=0.0008, n=388, Precision: 0.101
Thresh=0.0008, n=388, Recall: 0.875
Thresh=0.0008, n=388, F1 score: 0.182
Thresh=0.0008, n=388, AUROC score: 0.876
Thresh=0.0009, n=352, Accuracy: 0.875
Thresh=0.0009, n=352, Precision: 0.101
Thresh=0.0009, n=352, Recall: 0.875
Thresh=0.0009, n=352, F1 score: 0.181
Thresh=0.0009, n=352, AUROC score: 0.875
Thresh=0.0010, n=325, Accuracy: 0.879
Thresh=0.0010, n=325, Precision: 0.107
Thresh=0.0010, n=325, Recall: 0.906
Thresh=0.0010, n=325, F1 score: 0.191
Thresh=0.0010, n=325, AUROC score: 0.892
Thresh=0.0011, n=300, Accuracy: 0.877
Thresh=0.0011, n=300, Precision: 0.102
Thresh=0.0011, n=300, Recall: 0.875
Thresh=0.0011, n=300, F1 score: 0.183
Thresh=0.0011, n=300, AUROC score: 0.876
Thresh=0.0012, n=280, Accuracy: 0.878
Thresh=0.0012, n=280, Precision: 0.103
Thresh=0.0012, n=280, Recall: 0.875
Thresh=0.0012, n=280, F1 score: 0.184
Thresh=0.0012, n=280, AUROC score: 0.877
Thresh=0.0013, n=267, Accuracy: 0.886
Thresh=0.0013, n=267, Precision: 0.109
Thresh=0.0013, n=267, Recall: 0.875
Thresh=0.0013, n=267, F1 score: 0.194
Thresh=0.0013, n=267, AUROC score: 0.881
Thresh=0.0014, n=245, Accuracy: 0.874
Thresh=0.0014, n=245, Precision: 0.103
Thresh=0.0014, n=245, Recall: 0.906
Thresh=0.0014, n=245, F1 score: 0.185
Thresh=0.0014, n=245, AUROC score: 0.890
Thresh=0.0015, n=231, Accuracy: 0.875
Thresh=0.0015, n=231, Precision: 0.100
Thresh=0.0015, n=231, Recall: 0.875
Thresh=0.0015, n=231, F1 score: 0.180
Thresh=0.0015, n=231, AUROC score: 0.875
Thresh=0.0016, n=212, Accuracy: 0.876
Thresh=0.0016, n=212, Precision: 0.101
Thresh=0.0016, n=212, Recall: 0.875
Thresh=0.0016, n=212, F1 score: 0.182
Thresh=0.0016, n=212, AUROC score: 0.876
Thresh=0.0017, n=203, Accuracy: 0.884
Thresh=0.0017, n=203, Precision: 0.108
Thresh=0.0017, n=203, Recall: 0.875
Thresh=0.0017, n=203, F1 score: 0.192
Thresh=0.0017, n=203, AUROC score: 0.880
Thresh=0.0018, n=186, Accuracy: 0.886
Thresh=0.0018, n=186, Precision: 0.109
Thresh=0.0018, n=186, Recall: 0.875
Thresh=0.0018, n=186, F1 score: 0.194
Thresh=0.0018, n=186, AUROC score: 0.881
Thresh=0.0019, n=173, Accuracy: 0.891
Thresh=0.0019, n=173, Precision: 0.114
Thresh=0.0019, n=173, Recall: 0.875
Thresh=0.0019, n=173, F1 score: 0.202
Thresh=0.0019, n=173, AUROC score: 0.883
Thresh=0.0020, n=164, Accuracy: 0.886
Thresh=0.0020, n=164, Precision: 0.109
Thresh=0.0020, n=164, Recall: 0.875
Thresh=0.0020, n=164, F1 score: 0.194
Thresh=0.0020, n=164, AUROC score: 0.881
Thresh=0.0021, n=154, Accuracy: 0.880
Thresh=0.0021, n=154, Precision: 0.107
Thresh=0.0021, n=154, Recall: 0.906
Thresh=0.0021, n=154, F1 score: 0.191
Thresh=0.0021, n=154, AUROC score: 0.893
Thresh=0.0022, n=145, Accuracy: 0.882
Thresh=0.0022, n=145, Precision: 0.106
Thresh=0.0022, n=145, Recall: 0.875
Thresh=0.0022, n=145, F1 score: 0.189
Thresh=0.0022, n=145, AUROC score: 0.878
Thresh=0.0023, n=136, Accuracy: 0.883
Thresh=0.0023, n=136, Precision: 0.107
Thresh=0.0023, n=136, Recall: 0.875
Thresh=0.0023, n=136, F1 score: 0.190
Thresh=0.0023, n=136, AUROC score: 0.879
Thresh=0.0024, n=132, Accuracy: 0.888
Thresh=0.0024, n=132, Precision: 0.111
Thresh=0.0024, n=132, Recall: 0.875
Thresh=0.0024, n=132, F1 score: 0.197
Thresh=0.0024, n=132, AUROC score: 0.882
Thresh=0.0025, n=126, Accuracy: 0.871
Thresh=0.0025, n=126, Precision: 0.100
Thresh=0.0025, n=126, Recall: 0.906
Thresh=0.0025, n=126, F1 score: 0.181
Thresh=0.0025, n=126, AUROC score: 0.888
Thresh=0.0026, n=120, Accuracy: 0.872
Thresh=0.0026, n=120, Precision: 0.101
Thresh=0.0026, n=120, Recall: 0.906
Thresh=0.0026, n=120, F1 score: 0.182
Thresh=0.0026, n=120, AUROC score: 0.889
Thresh=0.0027, n=109, Accuracy: 0.881
Thresh=0.0027, n=109, Precision: 0.105
Thresh=0.0027, n=109, Recall: 0.875
Thresh=0.0027, n=109, F1 score: 0.188
Thresh=0.0027, n=109, AUROC score: 0.878
Thresh=0.0028, n=99, Accuracy: 0.861
Thresh=0.0028, n=99, Precision: 0.089
Thresh=0.0028, n=99, Recall: 0.844
Thresh=0.0028, n=99, F1 score: 0.161
Thresh=0.0028, n=99, AUROC score: 0.853
Thresh=0.0029, n=92, Accuracy: 0.859
Thresh=0.0029, n=92, Precision: 0.093
Thresh=0.0029, n=92, Recall: 0.906
Thresh=0.0029, n=92, F1 score: 0.168
Thresh=0.0029, n=92, AUROC score: 0.882
Thresh=0.0030, n=86, Accuracy: 0.855
Thresh=0.0030, n=86, Precision: 0.090
Thresh=0.0030, n=86, Recall: 0.906
Thresh=0.0030, n=86, F1 score: 0.164
Thresh=0.0030, n=86, AUROC score: 0.880
Thresh=0.0031, n=83, Accuracy: 0.858
Thresh=0.0031, n=83, Precision: 0.089
Thresh=0.0031, n=83, Recall: 0.875
Thresh=0.0031, n=83, F1 score: 0.162
Thresh=0.0031, n=83, AUROC score: 0.866
Thresh=0.0032, n=81, Accuracy: 0.855
Thresh=0.0032, n=81, Precision: 0.088
Thresh=0.0032, n=81, Recall: 0.875
Thresh=0.0032, n=81, F1 score: 0.160
Thresh=0.0032, n=81, AUROC score: 0.865
Thresh=0.0033, n=76, Accuracy: 0.856
Thresh=0.0033, n=76, Precision: 0.083
Thresh=0.0033, n=76, Recall: 0.812
Thresh=0.0033, n=76, F1 score: 0.151
Thresh=0.0033, n=76, AUROC score: 0.835
Thresh=0.0034, n=71, Accuracy: 0.875
Thresh=0.0034, n=71, Precision: 0.098
Thresh=0.0034, n=71, Recall: 0.844
Thresh=0.0034, n=71, F1 score: 0.175
Thresh=0.0034, n=71, AUROC score: 0.860
Thresh=0.0035, n=67, Accuracy: 0.863
Thresh=0.0035, n=67, Precision: 0.087
Thresh=0.0035, n=67, Recall: 0.812
Thresh=0.0035, n=67, F1 score: 0.158
Thresh=0.0035, n=67, AUROC score: 0.838
Thresh=0.0036, n=65, Accuracy: 0.866
Thresh=0.0036, n=65, Precision: 0.089
Thresh=0.0036, n=65, Recall: 0.812
Thresh=0.0036, n=65, F1 score: 0.160
Thresh=0.0036, n=65, AUROC score: 0.840
Thresh=0.0037, n=63, Accuracy: 0.865
Thresh=0.0037, n=63, Precision: 0.091
Thresh=0.0037, n=63, Recall: 0.844
Thresh=0.0037, n=63, F1 score: 0.164
Thresh=0.0037, n=63, AUROC score: 0.855
Thresh=0.0038, n=61, Accuracy: 0.856
Thresh=0.0038, n=61, Precision: 0.083
Thresh=0.0038, n=61, Recall: 0.812
Thresh=0.0038, n=61, F1 score: 0.151
Thresh=0.0038, n=61, AUROC score: 0.835
Thresh=0.0039, n=57, Accuracy: 0.869
Thresh=0.0039, n=57, Precision: 0.096
Thresh=0.0039, n=57, Recall: 0.875
Thresh=0.0039, n=57, F1 score: 0.173
Thresh=0.0039, n=57, AUROC score: 0.872
Thresh=0.0040, n=53, Accuracy: 0.845
Thresh=0.0040, n=53, Precision: 0.075
Thresh=0.0040, n=53, Recall: 0.781
Thresh=0.0040, n=53, F1 score: 0.137
Thresh=0.0040, n=53, AUROC score: 0.814
Thresh=0.0041, n=52, Accuracy: 0.845
Thresh=0.0041, n=52, Precision: 0.073
Thresh=0.0041, n=52, Recall: 0.750
Thresh=0.0041, n=52, F1 score: 0.132
Thresh=0.0041, n=52, AUROC score: 0.798
Thresh=0.0042, n=49, Accuracy: 0.843
Thresh=0.0042, n=49, Precision: 0.074
Thresh=0.0042, n=49, Recall: 0.781
Thresh=0.0042, n=49, F1 score: 0.135
Thresh=0.0042, n=49, AUROC score: 0.813
Thresh=0.0043, n=46, Accuracy: 0.839
Thresh=0.0043, n=46, Precision: 0.072
Thresh=0.0043, n=46, Recall: 0.781
Thresh=0.0043, n=46, F1 score: 0.133
Thresh=0.0043, n=46, AUROC score: 0.811
Thresh=0.0044, n=44, Accuracy: 0.836
Thresh=0.0044, n=44, Precision: 0.076
Thresh=0.0044, n=44, Recall: 0.844
Thresh=0.0044, n=44, F1 score: 0.140
Thresh=0.0044, n=44, AUROC score: 0.840
Thresh=0.0045, n=41, Accuracy: 0.838
Thresh=0.0045, n=41, Precision: 0.074
Thresh=0.0045, n=41, Recall: 0.812
Thresh=0.0045, n=41, F1 score: 0.136
Thresh=0.0045, n=41, AUROC score: 0.825
Thresh=0.0046, n=41, Accuracy: 0.839
Thresh=0.0046, n=41, Precision: 0.072
Thresh=0.0046, n=41, Recall: 0.781
Thresh=0.0046, n=41, F1 score: 0.133
Thresh=0.0046, n=41, AUROC score: 0.811
Thresh=0.0047, n=40, Accuracy: 0.834
Thresh=0.0047, n=40, Precision: 0.070
Thresh=0.0047, n=40, Recall: 0.781
Thresh=0.0047, n=40, F1 score: 0.129
Thresh=0.0047, n=40, AUROC score: 0.808
Thresh=0.0048, n=38, Accuracy: 0.841
Thresh=0.0048, n=38, Precision: 0.076
Thresh=0.0048, n=38, Recall: 0.812
Thresh=0.0048, n=38, F1 score: 0.138
Thresh=0.0048, n=38, AUROC score: 0.827
Thresh=0.0049, n=34, Accuracy: 0.851
Thresh=0.0049, n=34, Precision: 0.078
Thresh=0.0049, n=34, Recall: 0.781
Thresh=0.0049, n=34, F1 score: 0.141
Thresh=0.0049, n=34, AUROC score: 0.817
Thresh=0.0051, n=32, Accuracy: 0.837
Thresh=0.0051, n=32, Precision: 0.072
Thresh=0.0051, n=32, Recall: 0.781
Thresh=0.0051, n=32, F1 score: 0.131
Thresh=0.0051, n=32, AUROC score: 0.810
Thresh=0.0052, n=30, Accuracy: 0.828
Thresh=0.0052, n=30, Precision: 0.073
Thresh=0.0052, n=30, Recall: 0.844
Thresh=0.0052, n=30, F1 score: 0.134
Thresh=0.0052, n=30, AUROC score: 0.836
Thresh=0.0054, n=25, Accuracy: 0.815
Thresh=0.0054, n=25, Precision: 0.068
Thresh=0.0054, n=25, Recall: 0.844
Thresh=0.0054, n=25, F1 score: 0.126
Thresh=0.0054, n=25, AUROC score: 0.829
Thresh=0.0055, n=24, Accuracy: 0.820
Thresh=0.0055, n=24, Precision: 0.069
Thresh=0.0055, n=24, Recall: 0.844
Thresh=0.0055, n=24, F1 score: 0.128
Thresh=0.0055, n=24, AUROC score: 0.832
Thresh=0.0058, n=23, Accuracy: 0.824
Thresh=0.0058, n=23, Precision: 0.071
Thresh=0.0058, n=23, Recall: 0.844
Thresh=0.0058, n=23, F1 score: 0.131
Thresh=0.0058, n=23, AUROC score: 0.834
Thresh=0.0060, n=22, Accuracy: 0.824
Thresh=0.0060, n=22, Precision: 0.069
Thresh=0.0060, n=22, Recall: 0.812
Thresh=0.0060, n=22, F1 score: 0.127
Thresh=0.0060, n=22, AUROC score: 0.818
Thresh=0.0061, n=21, Accuracy: 0.830
Thresh=0.0061, n=21, Precision: 0.073
Thresh=0.0061, n=21, Recall: 0.844
Thresh=0.0061, n=21, F1 score: 0.135
Thresh=0.0061, n=21, AUROC score: 0.837
Thresh=0.0066, n=18, Accuracy: 0.850
Thresh=0.0066, n=18, Precision: 0.085
Thresh=0.0066, n=18, Recall: 0.875
Thresh=0.0066, n=18, F1 score: 0.155
Thresh=0.0066, n=18, AUROC score: 0.862
Thresh=0.0069, n=16, Accuracy: 0.869
Thresh=0.0069, n=16, Precision: 0.091
Thresh=0.0069, n=16, Recall: 0.812
Thresh=0.0069, n=16, F1 score: 0.163
Thresh=0.0069, n=16, AUROC score: 0.841
Thresh=0.0071, n=15, Accuracy: 0.870
Thresh=0.0071, n=15, Precision: 0.088
Thresh=0.0071, n=15, Recall: 0.781
Thresh=0.0071, n=15, F1 score: 0.159
Thresh=0.0071, n=15, AUROC score: 0.826
Thresh=0.0072, n=14, Accuracy: 0.902
Thresh=0.0072, n=14, Precision: 0.118
Thresh=0.0072, n=14, Recall: 0.812
Thresh=0.0072, n=14, F1 score: 0.206
Thresh=0.0072, n=14, AUROC score: 0.858
Thresh=0.0074, n=14, Accuracy: 0.902
Thresh=0.0074, n=14, Precision: 0.122
Thresh=0.0074, n=14, Recall: 0.844
Thresh=0.0074, n=14, F1 score: 0.213
Thresh=0.0074, n=14, AUROC score: 0.873
Thresh=0.0075, n=11, Accuracy: 0.826
Thresh=0.0075, n=11, Precision: 0.079
Thresh=0.0075, n=11, Recall: 0.938
Thresh=0.0075, n=11, F1 score: 0.145
Thresh=0.0075, n=11, AUROC score: 0.881
Thresh=0.0079, n=11, Accuracy: 0.826
Thresh=0.0079, n=11, Precision: 0.079
Thresh=0.0079, n=11, Recall: 0.938
Thresh=0.0079, n=11, F1 score: 0.145
Thresh=0.0079, n=11, AUROC score: 0.881
Thresh=0.0083, n=9, Accuracy: 0.941
Thresh=0.0083, n=9, Precision: 0.165
Thresh=0.0083, n=9, Recall: 0.688
Thresh=0.0083, n=9, F1 score: 0.267
Thresh=0.0083, n=9, AUROC score: 0.816
Thresh=0.0086, n=9, Accuracy: 0.941
Thresh=0.0086, n=9, Precision: 0.165
Thresh=0.0086, n=9, Recall: 0.688
Thresh=0.0086, n=9, F1 score: 0.267
Thresh=0.0086, n=9, AUROC score: 0.816
Thresh=0.0087, n=8, Accuracy: 0.944
Thresh=0.0087, n=8, Precision: 0.176
Thresh=0.0087, n=8, Recall: 0.688
Thresh=0.0087, n=8, F1 score: 0.280
Thresh=0.0087, n=8, AUROC score: 0.818
Thresh=0.0092, n=7, Accuracy: 0.953
Thresh=0.0092, n=7, Precision: 0.198
Thresh=0.0092, n=7, Recall: 0.656
Thresh=0.0092, n=7, F1 score: 0.304
Thresh=0.0092, n=7, AUROC score: 0.807
Thresh=0.0093, n=5, Accuracy: 0.959
Thresh=0.0093, n=5, Precision: 0.190
Thresh=0.0093, n=5, Recall: 0.500
Thresh=0.0093, n=5, F1 score: 0.276
Thresh=0.0093, n=5, AUROC score: 0.733
Thresh=0.0106, n=5, Accuracy: 0.959
Thresh=0.0106, n=5, Precision: 0.190
Thresh=0.0106, n=5, Recall: 0.500
Thresh=0.0106, n=5, F1 score: 0.276
Thresh=0.0106, n=5, AUROC score: 0.733
Thresh=0.0110, n=4, Accuracy: 0.974
Thresh=0.0110, n=4, Precision: 0.294
Thresh=0.0110, n=4, Recall: 0.469
Thresh=0.0110, n=4, F1 score: 0.361
Thresh=0.0110, n=4, AUROC score: 0.725
Thresh=0.0124, n=2, Accuracy: 0.980
Thresh=0.0124, n=2, Precision: 0.300
Thresh=0.0124, n=2, Recall: 0.188
Thresh=0.0124, n=2, F1 score: 0.231
Thresh=0.0124, n=2, AUROC score: 0.590
Thresh=0.0125, n=1, Accuracy: 0.984
Thresh=0.0125, n=1, Precision: 0.000
Thresh=0.0125, n=1, Recall: 0.000
Thresh=0.0125, n=1, F1 score: 0.000
Thresh=0.0125, n=1, AUROC score: 0.500
Thresh=0.0139, n=1, Accuracy: 0.984
Thresh=0.0139, n=1, Precision: 0.000
Thresh=0.0139, n=1, Recall: 0.000
Thresh=0.0139, n=1, F1 score: 0.000
Thresh=0.0139, n=1, AUROC score: 0.500
Thresh=0.0000, n=2086, Accuracy: 0.841
Thresh=0.0000, n=2086, Precision: 0.078
Thresh=0.0000, n=2086, Recall: 0.844
Thresh=0.0000, n=2086, F1 score: 0.143
Thresh=0.0000, n=2086, AUROC score: 0.843
Thresh=0.0001, n=515, Accuracy: 0.857
Thresh=0.0001, n=515, Precision: 0.081
Thresh=0.0001, n=515, Recall: 0.781
Thresh=0.0001, n=515, F1 score: 0.147
Thresh=0.0001, n=515, AUROC score: 0.820
Thresh=0.0002, n=510, Accuracy: 0.850
Thresh=0.0002, n=510, Precision: 0.080
Thresh=0.0002, n=510, Recall: 0.812
Thresh=0.0002, n=510, F1 score: 0.146
Thresh=0.0002, n=510, AUROC score: 0.832
Thresh=0.0003, n=502, Accuracy: 0.861
Thresh=0.0003, n=502, Precision: 0.088
Thresh=0.0003, n=502, Recall: 0.844
Thresh=0.0003, n=502, F1 score: 0.160
Thresh=0.0003, n=502, AUROC score: 0.852
Thresh=0.0004, n=478, Accuracy: 0.857
Thresh=0.0004, n=478, Precision: 0.086
Thresh=0.0004, n=478, Recall: 0.844
Thresh=0.0004, n=478, F1 score: 0.156
Thresh=0.0004, n=478, AUROC score: 0.850
Thresh=0.0005, n=455, Accuracy: 0.861
Thresh=0.0005, n=455, Precision: 0.086
Thresh=0.0005, n=455, Recall: 0.812
Thresh=0.0005, n=455, F1 score: 0.155
Thresh=0.0005, n=455, AUROC score: 0.837
Thresh=0.0006, n=429, Accuracy: 0.868
Thresh=0.0006, n=429, Precision: 0.084
Thresh=0.0006, n=429, Recall: 0.750
Thresh=0.0006, n=429, F1 score: 0.151
Thresh=0.0006, n=429, AUROC score: 0.810
Thresh=0.0007, n=407, Accuracy: 0.853
Thresh=0.0007, n=407, Precision: 0.086
Thresh=0.0007, n=407, Recall: 0.875
Thresh=0.0007, n=407, F1 score: 0.157
Thresh=0.0007, n=407, AUROC score: 0.864
Thresh=0.0008, n=380, Accuracy: 0.866
Thresh=0.0008, n=380, Precision: 0.083
Thresh=0.0008, n=380, Recall: 0.750
Thresh=0.0008, n=380, F1 score: 0.150
Thresh=0.0008, n=380, AUROC score: 0.809
Thresh=0.0009, n=342, Accuracy: 0.862
Thresh=0.0009, n=342, Precision: 0.089
Thresh=0.0009, n=342, Recall: 0.844
Thresh=0.0009, n=342, F1 score: 0.161
Thresh=0.0009, n=342, AUROC score: 0.853
Thresh=0.0010, n=320, Accuracy: 0.865
Thresh=0.0010, n=320, Precision: 0.091
Thresh=0.0010, n=320, Recall: 0.844
Thresh=0.0010, n=320, F1 score: 0.164
Thresh=0.0010, n=320, AUROC score: 0.854
Thresh=0.0011, n=302, Accuracy: 0.873
Thresh=0.0011, n=302, Precision: 0.091
Thresh=0.0011, n=302, Recall: 0.781
Thresh=0.0011, n=302, F1 score: 0.162
Thresh=0.0011, n=302, AUROC score: 0.828
Thresh=0.0012, n=284, Accuracy: 0.870
Thresh=0.0012, n=284, Precision: 0.088
Thresh=0.0012, n=284, Recall: 0.781
Thresh=0.0012, n=284, F1 score: 0.159
Thresh=0.0012, n=284, AUROC score: 0.826
Thresh=0.0013, n=264, Accuracy: 0.872
Thresh=0.0013, n=264, Precision: 0.087
Thresh=0.0013, n=264, Recall: 0.750
Thresh=0.0013, n=264, F1 score: 0.155
Thresh=0.0013, n=264, AUROC score: 0.812
Thresh=0.0014, n=246, Accuracy: 0.865
Thresh=0.0014, n=246, Precision: 0.086
Thresh=0.0014, n=246, Recall: 0.781
Thresh=0.0014, n=246, F1 score: 0.154
Thresh=0.0014, n=246, AUROC score: 0.824
Thresh=0.0015, n=231, Accuracy: 0.876
Thresh=0.0015, n=231, Precision: 0.095
Thresh=0.0015, n=231, Recall: 0.812
Thresh=0.0015, n=231, F1 score: 0.170
Thresh=0.0015, n=231, AUROC score: 0.845
Thresh=0.0016, n=212, Accuracy: 0.875
Thresh=0.0016, n=212, Precision: 0.092
Thresh=0.0016, n=212, Recall: 0.781
Thresh=0.0016, n=212, F1 score: 0.164
Thresh=0.0016, n=212, AUROC score: 0.829
Thresh=0.0017, n=197, Accuracy: 0.870
Thresh=0.0017, n=197, Precision: 0.091
Thresh=0.0017, n=197, Recall: 0.812
Thresh=0.0017, n=197, F1 score: 0.164
